uid,boundary
6807,"POLYGON((0.122918289368088 51.5440499217567, 0.12136236165456 51.5434912445795, 0.12136236165456 51.5423738696473, 0.122918289368088 51.5418151718923, 0.124474217081615 51.5423738696473, 0.124474217081615 51.5434912445795, 0.122918289368088 51.5440499217567))"
6808,"POLYGON((-0.032674481984639 51.5440499217567, -0.034230409698166 51.5434912445795, -0.034230409698166 51.5423738696473, -0.032674481984639 51.5418151718923, -0.031118554271112 51.5423738696473, -0.031118554271112 51.5434912445795, -0.032674481984639 51.5440499217567))"
6809,"POLYGON((-0.141589421931548 51.5440499217567, -0.143145349645075 51.5434912445795, -0.143145349645075 51.5423738696473, -0.141589421931548 51.5418151718923, -0.140033494218021 51.5423738696473, -0.140033494218021 51.5434912445795, -0.141589421931548 51.5440499217567))"
6810,"POLYGON((0.091799735097542 51.5440499217567, 0.090243807384015 51.5434912445795, 0.090243807384015 51.5423738696473, 0.091799735097542 51.5418151718923, 0.09335566281107 51.5423738696473, 0.09335566281107 51.5434912445795, 0.091799735097542 51.5440499217567))"
6811,"POLYGON((-0.157148699066821 51.5440499217567, -0.158704626780348 51.5434912445795, -0.158704626780348 51.5423738696473, -0.157148699066821 51.5418151718923, -0.155592771353293 51.5423738696473, -0.155592771353293 51.5434912445795, -0.157148699066821 51.5440499217567))"
6812,"POLYGON((0.045121903691724 51.5440499217567, 0.043565975978197 51.5434912445795, 0.043565975978197 51.5423738696473, 0.045121903691724 51.5418151718923, 0.046677831405252 51.5423738696473, 0.046677831405252 51.5434912445795, 0.045121903691724 51.5440499217567))"
6813,"POLYGON((-0.085576024244566 51.5440499217567, -0.087131951958094 51.5434912445795, -0.087131951958094 51.5423738696473, -0.085576024244566 51.5418151718923, -0.084020096531039 51.5423738696473, -0.084020096531039 51.5434912445795, -0.085576024244566 51.5440499217567))"
6814,"POLYGON((-0.038898192838748 51.5440499217567, -0.040454120552276 51.5434912445795, -0.040454120552276 51.5423738696473, -0.038898192838748 51.5418151718923, -0.037342265125221 51.5423738696473, -0.037342265125221 51.5434912445795, -0.038898192838748 51.5440499217567))"
6815,"POLYGON((-0.188267253337366 51.5440499217567, -0.189823181050893 51.5434912445795, -0.189823181050893 51.5423738696473, -0.188267253337366 51.5418151718923, -0.186711325623839 51.5423738696473, -0.186711325623839 51.5434912445795, -0.188267253337366 51.5440499217567))"
6816,"POLYGON((-0.091799735098675 51.5440499217567, -0.093355662812203 51.5434912445795, -0.093355662812203 51.5423738696473, -0.091799735098675 51.5418151718923, -0.090243807385148 51.5423738696473, -0.090243807385148 51.5434912445795, -0.091799735098675 51.5440499217567))"
6817,"POLYGON((-0.010891493995257 51.5440499217567, -0.012447421708785 51.5434912445795, -0.012447421708785 51.5423738696473, -0.010891493995257 51.5418151718923, -0.00933556628173 51.5423738696473, -0.00933556628173 51.5434912445795, -0.010891493995257 51.5440499217567))"
6818,"POLYGON((-0.169596120775039 51.5440499217567, -0.171152048488566 51.5434912445795, -0.171152048488566 51.5423738696473, -0.169596120775039 51.5418151718923, -0.168040193061512 51.5423738696473, -0.168040193061512 51.5434912445795, -0.169596120775039 51.5440499217567))"
6819,"POLYGON((-0.154036843639766 51.5440499217567, -0.155592771353293 51.5434912445795, -0.155592771353293 51.5423738696473, -0.154036843639766 51.5418151718923, -0.152480915926239 51.5423738696473, -0.152480915926239 51.5434912445795, -0.154036843639766 51.5440499217567))"
6820,"POLYGON((-0.09491159052573 51.5440499217567, -0.096467518239257 51.5434912445795, -0.096467518239257 51.5423738696473, -0.09491159052573 51.5418151718923, -0.093355662812203 51.5423738696473, -0.093355662812203 51.5434912445795, -0.09491159052573 51.5440499217567))"
6821,"POLYGON((-0.007779638568203 51.5440499217567, -0.00933556628173 51.5434912445795, -0.00933556628173 51.5423738696473, -0.007779638568203 51.5418151718923, -0.006223710854676 51.5423738696473, -0.006223710854676 51.5434912445795, -0.007779638568203 51.5440499217567))"
6822,"POLYGON((0.098023445951651 51.5440499217567, 0.096467518238124 51.5434912445795, 0.096467518238124 51.5423738696473, 0.098023445951651 51.5418151718923, 0.099579373665179 51.5423738696473, 0.099579373665179 51.5434912445795, 0.098023445951651 51.5440499217567))"
6823,"POLYGON((-0.06068118082813 51.5440499217567, -0.062237108541657 51.5434912445795, -0.062237108541657 51.5423738696473, -0.06068118082813 51.5418151718923, -0.059125253114603 51.5423738696473, -0.059125253114603 51.5434912445795, -0.06068118082813 51.5440499217567))"
6824,"POLYGON((0.048233759118779 51.5440499217567, 0.046677831405252 51.5434912445795, 0.046677831405252 51.5423738696473, 0.048233759118779 51.5418151718923, 0.049789686832306 51.5423738696473, 0.049789686832306 51.5434912445795, 0.048233759118779 51.5440499217567))"
6825,"POLYGON((-0.107359012233948 51.5440499217567, -0.108914939947475 51.5434912445795, -0.108914939947475 51.5423738696473, -0.107359012233948 51.5418151718923, -0.105803084520421 51.5423738696473, -0.105803084520421 51.5434912445795, -0.107359012233948 51.5440499217567))"
6826,"POLYGON((0.051345614545833 51.5440499217567, 0.049789686832306 51.5434912445795, 0.049789686832306 51.5423738696473, 0.051345614545833 51.5418151718923, 0.052901542259361 51.5423738696473, 0.052901542259361 51.5434912445795, 0.051345614545833 51.5440499217567))"
6827,"POLYGON((0.135365711076306 51.5440499217567, 0.133809783362779 51.5434912445795, 0.133809783362779 51.5423738696473, 0.135365711076306 51.5418151718923, 0.136921638789833 51.5423738696473, 0.136921638789833 51.5434912445795, 0.135365711076306 51.5440499217567))"
6828,"POLYGON((-0.175819831629148 51.5440499217567, -0.177375759342675 51.5434912445795, -0.177375759342675 51.5423738696473, -0.175819831629148 51.5418151718923, -0.174263903915621 51.5423738696473, -0.174263903915621 51.5434912445795, -0.175819831629148 51.5440499217567))"
6829,"POLYGON((0.07624045796227 51.5440499217567, 0.074684530248742 51.5434912445795, 0.074684530248742 51.5423738696473, 0.07624045796227 51.5418151718923, 0.077796385675797 51.5423738696473, 0.077796385675797 51.5434912445795, 0.07624045796227 51.5440499217567))"
6830,"POLYGON((-0.073128602536348 51.5440499217567, -0.074684530249875 51.5434912445795, -0.074684530249875 51.5423738696473, -0.073128602536348 51.5418151718923, -0.071572674822821 51.5423738696473, -0.071572674822821 51.5434912445795, -0.073128602536348 51.5440499217567))"
6831,"POLYGON((-0.178931687056203 51.5440499217567, -0.18048761476973 51.5434912445795, -0.18048761476973 51.5423738696473, -0.178931687056203 51.5418151718923, -0.177375759342675 51.5423738696473, -0.177375759342675 51.5434912445795, -0.178931687056203 51.5440499217567))"
6832,"POLYGON((0.066904891681106 51.5440499217567, 0.065348963967579 51.5434912445795, 0.065348963967579 51.5423738696473, 0.066904891681106 51.5418151718923, 0.068460819394633 51.5423738696473, 0.068460819394633 51.5434912445795, 0.066904891681106 51.5440499217567))"
6833,"POLYGON((0.020227060275288 51.5440499217567, 0.018671132561761 51.5434912445795, 0.018671132561761 51.5423738696473, 0.020227060275288 51.5418151718923, 0.021782987988815 51.5423738696473, 0.021782987988815 51.5434912445795, 0.020227060275288 51.5440499217567))"
6834,"POLYGON((-0.029562626557585 51.5440499217567, -0.031118554271112 51.5434912445795, -0.031118554271112 51.5423738696473, -0.029562626557585 51.5418151718923, -0.028006698844057 51.5423738696473, -0.028006698844057 51.5434912445795, -0.029562626557585 51.5440499217567))"
6835,"POLYGON((-0.063793036255185 51.5440499217567, -0.065348963968712 51.5434912445795, -0.065348963968712 51.5423738696473, -0.063793036255185 51.5418151718923, -0.062237108541657 51.5423738696473, -0.062237108541657 51.5434912445795, -0.063793036255185 51.5440499217567))"
6836,"POLYGON((0.057569325399942 51.5440499217567, 0.056013397686415 51.5434912445795, 0.056013397686415 51.5423738696473, 0.057569325399942 51.5418151718923, 0.05912525311347 51.5423738696473, 0.05912525311347 51.5434912445795, 0.057569325399942 51.5440499217567))"
6837,"POLYGON((-0.12914200022333 51.5440499217567, -0.130697927936857 51.5434912445795, -0.130697927936857 51.5423738696473, -0.12914200022333 51.5418151718923, -0.127586072509803 51.5423738696473, -0.127586072509803 51.5434912445795, -0.12914200022333 51.5440499217567))"
6838,"POLYGON((-0.054457469974021 51.5440499217567, -0.056013397687548 51.5434912445795, -0.056013397687548 51.5423738696473, -0.054457469974021 51.5418151718923, -0.052901542260494 51.5423738696473, -0.052901542260494 51.5434912445795, -0.054457469974021 51.5440499217567))"
6839,"POLYGON((0.113582723086924 51.5440499217567, 0.112026795373397 51.5434912445795, 0.112026795373397 51.5423738696473, 0.113582723086924 51.5418151718923, 0.115138650800451 51.5423738696473, 0.115138650800451 51.5434912445795, 0.113582723086924 51.5440499217567))"
6840,"POLYGON((-0.119806433942166 51.5440499217567, -0.121362361655693 51.5434912445795, -0.121362361655693 51.5423738696473, -0.119806433942166 51.5418151718923, -0.118250506228639 51.5423738696473, -0.118250506228639 51.5434912445795, -0.119806433942166 51.5440499217567))"
6841,"POLYGON((-0.132253855650384 51.5440499217567, -0.133809783363912 51.5434912445795, -0.133809783363912 51.5423738696473, -0.132253855650384 51.5418151718923, -0.130697927936857 51.5423738696473, -0.130697927936857 51.5434912445795, -0.132253855650384 51.5440499217567))"
6842,"POLYGON((0.010891493994124 51.5440499217567, 0.009335566280597 51.5434912445795, 0.009335566280597 51.5423738696473, 0.010891493994124 51.5418151718923, 0.012447421707652 51.5423738696473, 0.012447421707652 51.5434912445795, 0.010891493994124 51.5440499217567))"
6843,"POLYGON((-0.113582723088057 51.5440499217567, -0.115138650801584 51.5434912445795, -0.115138650801584 51.5423738696473, -0.113582723088057 51.5418151718923, -0.11202679537453 51.5423738696473, -0.11202679537453 51.5434912445795, -0.113582723088057 51.5440499217567))"
6844,"POLYGON((-0.017115204849366 51.5440499217567, -0.018671132562894 51.5434912445795, -0.018671132562894 51.5423738696473, -0.017115204849366 51.5418151718923, -0.015559277135839 51.5423738696473, -0.015559277135839 51.5434912445795, -0.017115204849366 51.5440499217567))"
6845,"POLYGON((0.04201004826467 51.5440499217567, 0.040454120551142 51.5434912445795, 0.040454120551142 51.5423738696473, 0.04201004826467 51.5418151718923, 0.043565975978197 51.5423738696473, 0.043565975978197 51.5434912445795, 0.04201004826467 51.5440499217567))"
6846,"POLYGON((-0.088687879671621 51.5440499217567, -0.090243807385148 51.5434912445795, -0.090243807385148 51.5423738696473, -0.088687879671621 51.5418151718923, -0.087131951958094 51.5423738696473, -0.087131951958094 51.5434912445795, -0.088687879671621 51.5440499217567))"
6847,"POLYGON((-0.166484265347984 51.5440499217567, -0.168040193061512 51.5434912445795, -0.168040193061512 51.5423738696473, -0.166484265347984 51.5418151718923, -0.164928337634457 51.5423738696473, -0.164928337634457 51.5434912445795, -0.166484265347984 51.5440499217567))"
6848,"POLYGON((0.001555927712961 51.5440499217567, -5.66511702004079e-13 51.5434912445795, -5.66511702004079e-13 51.5423738696473, 0.001555927712961 51.5418151718923, 0.003111855426488 51.5423738696473, 0.003111855426488 51.5434912445795, 0.001555927712961 51.5440499217567))"
6849,"POLYGON((0.004667783140015 51.5440499217567, 0.003111855426488 51.5434912445795, 0.003111855426488 51.5423738696473, 0.004667783140015 51.5418151718923, 0.006223710853543 51.5423738696473, 0.006223710853543 51.5434912445795, 0.004667783140015 51.5440499217567))"
6850,"POLYGON((-0.185155397910312 51.5440499217567, -0.186711325623839 51.5434912445795, -0.186711325623839 51.5423738696473, -0.185155397910312 51.5418151718923, -0.183599470196784 51.5423738696473, -0.183599470196784 51.5434912445795, -0.185155397910312 51.5440499217567))"
6851,"POLYGON((-0.200714675045584 51.5440499217567, -0.202270602759112 51.5434912445795, -0.202270602759112 51.5423738696473, -0.200714675045584 51.5418151718923, -0.199158747332057 51.5423738696473, -0.199158747332057 51.5434912445795, -0.200714675045584 51.5440499217567))"
6852,"POLYGON((0.017115204848233 51.5440499217567, 0.015559277134706 51.5434912445795, 0.015559277134706 51.5423738696473, 0.017115204848233 51.5418151718923, 0.018671132561761 51.5423738696473, 0.018671132561761 51.5434912445795, 0.017115204848233 51.5440499217567))"
6853,"POLYGON((0.079352313389324 51.5440499217567, 0.077796385675797 51.5434912445795, 0.077796385675797 51.5423738696473, 0.079352313389324 51.5418151718923, 0.080908241102851 51.5423738696473, 0.080908241102851 51.5434912445795, 0.079352313389324 51.5440499217567))"
6854,"POLYGON((-0.160260554493875 51.5440499217567, -0.161816482207402 51.5434912445795, -0.161816482207402 51.5423738696473, -0.160260554493875 51.5418151718923, -0.158704626780348 51.5423738696473, -0.158704626780348 51.5434912445795, -0.160260554493875 51.5440499217567))"
6855,"POLYGON((-0.020227060276421 51.5440499217567, -0.021782987989948 51.5434912445795, -0.021782987989948 51.5423738696473, -0.020227060276421 51.5418151718923, -0.018671132562894 51.5423738696473, -0.018671132562894 51.5434912445795, -0.020227060276421 51.5440499217567))"
6856,"POLYGON((-0.066904891682239 51.5440499217567, -0.068460819395766 51.5434912445795, -0.068460819395766 51.5423738696473, -0.066904891682239 51.5418151718923, -0.065348963968712 51.5423738696473, -0.065348963968712 51.5434912445795, -0.066904891682239 51.5440499217567))"
6857,"POLYGON((0.116694578513979 51.5440499217567, 0.115138650800451 51.5434912445795, 0.115138650800451 51.5423738696473, 0.116694578513979 51.5418151718923, 0.118250506227506 51.5423738696473, 0.118250506227506 51.5434912445795, 0.116694578513979 51.5440499217567))"
6858,"POLYGON((-0.035786337411694 51.5440499217567, -0.037342265125221 51.5434912445795, -0.037342265125221 51.5423738696473, -0.035786337411694 51.5418151718923, -0.034230409698166 51.5423738696473, -0.034230409698166 51.5434912445795, -0.035786337411694 51.5440499217567))"
6859,"POLYGON((-0.048233759119912 51.5440499217567, -0.049789686833439 51.5434912445795, -0.049789686833439 51.5423738696473, -0.048233759119912 51.5418151718923, -0.046677831406385 51.5423738696473, -0.046677831406385 51.5434912445795, -0.048233759119912 51.5440499217567))"
6860,"POLYGON((-0.098023445952784 51.5440499217567, -0.099579373666312 51.5434912445795, -0.099579373666312 51.5423738696473, -0.098023445952784 51.5418151718923, -0.096467518239257 51.5423738696473, -0.096467518239257 51.5434912445795, -0.098023445952784 51.5440499217567))"
6861,"POLYGON((0.060681180826997 51.5440499217567, 0.05912525311347 51.5434912445795, 0.05912525311347 51.5423738696473, 0.060681180826997 51.5418151718923, 0.062237108540524 51.5423738696473, 0.062237108540524 51.5434912445795, 0.060681180826997 51.5440499217567))"
6862,"POLYGON((0.082464168816379 51.5440499217567, 0.080908241102851 51.5434912445795, 0.080908241102851 51.5423738696473, 0.082464168816379 51.5418151718923, 0.084020096529906 51.5423738696473, 0.084020096529906 51.5434912445795, 0.082464168816379 51.5440499217567))"
6863,"POLYGON((-0.116694578515112 51.5440499217567, -0.118250506228639 51.5434912445795, -0.118250506228639 51.5423738696473, -0.116694578515112 51.5418151718923, -0.115138650801584 51.5423738696473, -0.115138650801584 51.5434912445795, -0.116694578515112 51.5440499217567))"
6864,"POLYGON((0.038898192837615 51.5440499217567, 0.037342265124088 51.5434912445795, 0.037342265124088 51.5423738696473, 0.038898192837615 51.5418151718923, 0.040454120551142 51.5423738696473, 0.040454120551142 51.5434912445795, 0.038898192837615 51.5440499217567))"
